merchant_id,segment,converted_from,onboarding_channel,conversion_month,churn_month
M10517,high_frequency,Check,integrated,2023-09-01,2025-01-01
M10518,occasional,Check,outreach,2023-09-01,
M10519,regular,Check,organic,2023-09-01,2023-10-01
M10520,occasional,ACH,outreach,2023-09-01,2023-10-01
M10521,occasional,Check,integrated,2023-09-01,
M10522,high_frequency,Check,integrated,2023-09-01,2023-11-01
M10523,occasional,Check,organic,2023-09-01,
M10524,high_frequency,Check,organic,2023-09-01,2024-01-01
M10525,occasional,Check,organic,2023-09-01,
M10526,high_frequency,Check,outreach,2023-09-01,2023-12-01
M10527,regular,ACH,organic,2023-09-01,
M10528,occasional,Check,integrated,2023-09-01,
M10529,high_frequency,Check,organic,2023-09-01,2023-09-01
M10530,occasional,Check,outreach,2023-09-01,
M10531,regular,Check,outreach,2023-09-01,2023-09-01
M10532,occasional,ACH,outreach,2023-09-01,2025-03-01
M10533,regular,Check,outreach,2023-09-01,2024-06-01
M10534,high_frequency,Check,outreach,2023-09-01,2024-06-01
M10535,occasional,Check,organic,2023-09-01,2023-11-01
M10536,regular,Check,organic,2023-09-01,2025-11-01
M10537,high_frequency,ACH,outreach,2023-09-01,2024-06-01
M10538,high_frequency,Check,outreach,2023-09-01,2024-03-01
M10539,high_frequency,Check,outreach,2023-09-01,2025-01-01
M10540,high_frequency,ACH,integrated,2023-09-01,
M10541,occasional,Check,integrated,2023-09-01,
M10542,regular,Check,outreach,2023-09-01,2023-10-01
M10543,occasional,ACH,organic,2023-09-01,2025-07-01
M10544,regular,Check,integrated,2023-09-01,2025-04-01
M10545,high_frequency,ACH,outreach,2023-09-01,2023-10-01
M10546,high_frequency,ACH,integrated,2023-09-01,2024-10-01
M10547,occasional,ACH,organic,2023-09-01,
M10548,high_frequency,Check,outreach,2023-09-01,2023-09-01
M10549,occasional,Check,outreach,2023-09-01,2024-07-01
M10550,occasional,Check,outreach,2023-09-01,2023-09-01
M10551,occasional,ACH,organic,2023-09-01,2023-09-01
M10552,occasional,Check,organic,2023-09-01,2023-09-01
M10553,regular,Check,outreach,2023-09-01,2025-12-01
M10554,regular,Check,organic,2023-09-01,2023-10-01
M10555,regular,Check,integrated,2023-09-01,
M10556,regular,Check,outreach,2023-09-01,2023-11-01
M10557,regular,Check,outreach,2023-09-01,
M10558,regular,Check,organic,2023-09-01,2024-12-01
M10559,occasional,Check,outreach,2023-09-01,
M10560,regular,ACH,organic,2023-09-01,2025-10-01
M10561,occasional,ACH,integrated,2023-10-01,
M10562,high_frequency,Check,integrated,2023-10-01,2024-02-01
M10563,high_frequency,Check,organic,2023-10-01,2024-01-01
M10564,high_frequency,ACH,organic,2023-10-01,2023-12-01
M10565,occasional,ACH,outreach,2023-10-01,
M10566,regular,Check,integrated,2023-10-01,
M10567,high_frequency,Check,outreach,2023-10-01,2024-03-01
M10568,occasional,Check,outreach,2023-10-01,2023-10-01
M10569,regular,Check,outreach,2023-10-01,
M10570,occasional,ACH,outreach,2023-10-01,
M10571,high_frequency,Check,organic,2023-10-01,2023-10-01
M10572,regular,ACH,outreach,2023-10-01,2024-11-01
M10573,regular,ACH,integrated,2023-10-01,
M10574,high_frequency,ACH,outreach,2023-10-01,2023-11-01
M10575,regular,ACH,organic,2023-10-01,
M10576,regular,ACH,outreach,2023-10-01,2023-12-01
M10577,occasional,Check,organic,2023-10-01,
M10578,regular,Check,outreach,2023-10-01,
M10579,high_frequency,ACH,integrated,2023-10-01,2024-02-01
M10580,regular,ACH,outreach,2023-10-01,2025-11-01
M10581,high_frequency,Check,outreach,2023-10-01,2023-10-01
M10582,high_frequency,ACH,integrated,2023-10-01,2024-02-01
M10583,occasional,ACH,integrated,2023-10-01,
M10584,occasional,Check,outreach,2023-10-01,
M10585,occasional,Check,outreach,2023-10-01,
M10586,high_frequency,Check,organic,2023-10-01,2024-08-01
M10587,occasional,Check,organic,2023-10-01,
M10588,occasional,ACH,outreach,2023-10-01,
M10589,regular,ACH,organic,2023-10-01,2023-11-01
M10590,high_frequency,Check,organic,2023-10-01,2024-05-01
M10591,occasional,Check,integrated,2023-10-01,
M10592,regular,ACH,outreach,2023-10-01,2023-12-01
M10593,high_frequency,Check,outreach,2023-10-01,2025-12-01
M10594,occasional,ACH,organic,2023-10-01,2025-05-01
M10595,regular,ACH,outreach,2023-10-01,2023-11-01
M10596,occasional,Check,organic,2023-10-01,
M10597,occasional,ACH,outreach,2023-10-01,
M10598,high_frequency,Check,integrated,2023-10-01,
M10599,regular,Check,outreach,2023-10-01,2023-11-01
M10600,occasional,Check,organic,2023-10-01,2024-01-01
M10601,high_frequency,Check,outreach,2023-10-01,2023-12-01
M10602,occasional,ACH,integrated,2023-10-01,
M10603,occasional,Check,organic,2023-10-01,2024-09-01
M10604,regular,Check,organic,2023-10-01,2023-10-01
M10605,high_frequency,Check,outreach,2023-10-01,2023-12-01
M10606,high_frequency,Check,integrated,2023-10-01,2024-08-01
M10607,regular,Check,outreach,2023-10-01,
M10608,regular,ACH,outreach,2023-10-01,2023-11-01
M10609,regular,Check,outreach,2023-10-01,2025-02-01
M10610,occasional,ACH,organic,2023-10-01,
M10611,regular,Check,integrated,2023-10-01,2025-08-01
M10612,regular,ACH,outreach,2023-10-01,2024-04-01
M10613,occasional,ACH,organic,2023-10-01,
M10614,regular,ACH,outreach,2023-10-01,2023-12-01
M10615,high_frequency,ACH,outreach,2023-10-01,2023-12-01
M10616,occasional,ACH,outreach,2023-10-01,
M10617,high_frequency,Check,outreach,2023-10-01,2024-04-01
M10618,occasional,Check,outreach,2023-10-01,
M10619,high_frequency,Check,organic,2023-10-01,2023-11-01
M10620,high_frequency,ACH,integrated,2023-10-01,2023-11-01
M10621,occasional,ACH,outreach,2023-10-01,2024-08-01
M10622,occasional,Check,outreach,2023-10-01,
M10623,regular,Check,outreach,2023-10-01,2024-08-01
M10624,occasional,Check,outreach,2023-10-01,
M10625,regular,ACH,outreach,2023-10-01,2023-11-01
M10626,occasional,Check,integrated,2023-10-01,
M10627,high_frequency,Check,integrated,2023-10-01,2024-03-01
M10628,regular,ACH,outreach,2023-10-01,2025-03-01
M10629,regular,ACH,organic,2023-10-01,2023-10-01
M10630,regular,Check,integrated,2023-10-01,2024-02-01
M10631,occasional,Check,outreach,2023-10-01,
M10632,high_frequency,Check,integrated,2023-10-01,2024-09-01
M10633,high_frequency,ACH,organic,2023-11-01,2024-08-01
M10634,high_frequency,Check,organic,2023-11-01,2025-09-01
M10635,regular,ACH,integrated,2023-11-01,2025-11-01
M10636,occasional,Check,integrated,2023-11-01,
M10637,occasional,ACH,organic,2023-11-01,2023-11-01
M10638,occasional,ACH,integrated,2023-11-01,
M10639,occasional,Check,outreach,2023-11-01,
M10640,occasional,Check,outreach,2023-11-01,
M10641,occasional,Check,outreach,2023-11-01,
M10642,occasional,ACH,outreach,2023-11-01,2024-06-01
M10643,regular,Check,outreach,2023-11-01,
M10644,regular,Check,outreach,2023-11-01,2025-12-01
M10645,occasional,Check,integrated,2023-11-01,2024-12-01
M10646,high_frequency,ACH,organic,2023-11-01,2025-01-01
M10647,occasional,Check,organic,2023-11-01,2025-05-01
M10648,high_frequency,Check,organic,2023-11-01,
M10649,high_frequency,ACH,outreach,2023-11-01,2023-11-01
M10650,high_frequency,ACH,outreach,2023-11-01,2024-01-01
M10651,regular,Check,organic,2023-11-01,
M10652,occasional,ACH,organic,2023-11-01,
M10653,regular,Check,organic,2023-11-01,2023-12-01
M10654,regular,ACH,integrated,2023-11-01,2024-11-01
M10655,regular,ACH,organic,2023-11-01,2025-12-01
M10656,high_frequency,ACH,outreach,2023-11-01,2024-05-01
M10657,occasional,ACH,organic,2023-11-01,
M10658,occasional,Check,organic,2023-11-01,
M10659,regular,Check,organic,2023-11-01,
M10660,high_frequency,Check,organic,2023-11-01,2024-01-01
M10661,high_frequency,ACH,outreach,2023-11-01,2023-12-01
M10662,occasional,ACH,outreach,2023-11-01,
M10663,high_frequency,ACH,outreach,2023-11-01,2024-01-01
M10664,regular,ACH,outreach,2023-11-01,2024-11-01
M10665,occasional,ACH,organic,2023-11-01,
M10666,occasional,ACH,organic,2023-11-01,2025-03-01
M10667,regular,Check,outreach,2023-11-01,2023-12-01
M10668,occasional,Check,outreach,2023-11-01,
M10669,occasional,Check,organic,2023-11-01,
M10670,occasional,Check,outreach,2023-11-01,2024-03-01
M10671,high_frequency,Check,organic,2023-11-01,
M10672,occasional,Check,integrated,2023-11-01,
M10673,regular,Check,outreach,2023-11-01,2024-01-01
M10674,occasional,ACH,integrated,2023-11-01,
M10675,occasional,Check,integrated,2023-11-01,2023-11-01
M10676,occasional,Check,organic,2023-11-01,
M10677,high_frequency,Check,outreach,2023-11-01,2024-01-01
M10678,regular,ACH,organic,2023-11-01,2023-11-01
M10679,regular,ACH,outreach,2023-11-01,2023-12-01
M10680,regular,Check,organic,2023-11-01,
M10681,occasional,Check,organic,2023-11-01,
M10682,occasional,Check,outreach,2023-11-01,2025-01-01
M10683,occasional,Check,integrated,2023-11-01,2024-09-01
M10684,high_frequency,Check,integrated,2023-11-01,
M10685,regular,ACH,outreach,2023-11-01,2023-12-01
M10686,regular,Check,integrated,2023-11-01,2024-06-01
M10687,occasional,Check,outreach,2023-11-01,
M10688,high_frequency,Check,organic,2023-11-01,2024-05-01
M10689,high_frequency,Check,integrated,2023-11-01,
M10690,occasional,Check,organic,2023-11-01,
M10691,high_frequency,Check,organic,2023-11-01,2024-06-01
M10692,high_frequency,ACH,outreach,2023-11-01,2024-04-01
M10693,occasional,Check,organic,2023-11-01,
M10694,high_frequency,ACH,integrated,2023-11-01,2023-11-01
M10695,occasional,Check,integrated,2023-11-01,
M10696,regular,Check,organic,2023-11-01,2025-05-01
M10697,occasional,Check,outreach,2023-11-01,
M10698,regular,ACH,organic,2023-11-01,2024-02-01
M10699,occasional,Check,outreach,2023-11-01,
M10700,occasional,Check,outreach,2023-11-01,
M10701,regular,Check,outreach,2023-11-01,2024-06-01
M10702,regular,ACH,outreach,2023-11-01,2024-07-01
M10703,occasional,Check,outreach,2023-11-01,
M10704,high_frequency,Check,organic,2023-11-01,2024-12-01
M10705,regular,Check,integrated,2023-11-01,
M10706,occasional,Check,outreach,2023-11-01,2024-03-01
M10707,occasional,Check,integrated,2023-12-01,
M10708,regular,ACH,outreach,2023-12-01,2024-07-01
M10709,regular,ACH,outreach,2023-12-01,2024-05-01
M10710,regular,ACH,organic,2023-12-01,2024-03-01
M10711,occasional,Check,organic,2023-12-01,
M10712,high_frequency,ACH,integrated,2023-12-01,2024-01-01
M10713,occasional,Check,organic,2023-12-01,
M10714,regular,ACH,organic,2023-12-01,2023-12-01
M10715,regular,ACH,integrated,2023-12-01,2024-03-01
M10716,occasional,ACH,organic,2023-12-01,
M10717,occasional,Check,outreach,2023-12-01,
M10718,regular,ACH,outreach,2023-12-01,2023-12-01
M10719,regular,Check,integrated,2023-12-01,
M10720,occasional,ACH,organic,2023-12-01,2024-07-01
M10721,high_frequency,Check,organic,2023-12-01,2024-03-01
M10722,regular,Check,outreach,2023-12-01,2024-01-01
M10723,regular,ACH,outreach,2023-12-01,
M10724,occasional,ACH,organic,2023-12-01,
M10725,occasional,Check,integrated,2023-12-01,
M10726,high_frequency,Check,integrated,2023-12-01,2025-05-01
M10727,regular,ACH,organic,2023-12-01,2025-08-01
M10728,regular,ACH,integrated,2023-12-01,2024-09-01
M10729,occasional,Check,outreach,2023-12-01,2024-01-01
M10730,occasional,Check,integrated,2023-12-01,
M10731,occasional,Check,integrated,2023-12-01,
M10732,high_frequency,ACH,integrated,2023-12-01,2024-08-01
M10733,regular,Check,outreach,2023-12-01,2024-08-01
M10734,regular,Check,organic,2023-12-01,
M10735,regular,Check,integrated,2023-12-01,2024-02-01
M10736,high_frequency,Check,integrated,2023-12-01,2024-08-01
M10737,high_frequency,Check,organic,2023-12-01,2024-10-01
M10738,regular,Check,outreach,2023-12-01,2025-01-01
M10739,high_frequency,ACH,outreach,2023-12-01,2023-12-01
M10740,regular,Check,organic,2023-12-01,2025-09-01
M10741,occasional,ACH,organic,2023-12-01,
M10742,occasional,ACH,outreach,2023-12-01,2025-07-01
M10743,occasional,ACH,integrated,2023-12-01,2024-11-01
M10744,high_frequency,Check,integrated,2023-12-01,
M10745,regular,ACH,organic,2023-12-01,2025-12-01
M10746,regular,Check,outreach,2023-12-01,2023-12-01
M10747,regular,ACH,outreach,2023-12-01,2024-01-01
M10748,occasional,Check,organic,2023-12-01,
M10749,occasional,ACH,outreach,2023-12-01,2025-03-01
M10750,regular,Check,outreach,2023-12-01,2025-03-01
M10751,occasional,Check,organic,2023-12-01,2023-12-01
M10752,regular,Check,organic,2023-12-01,2024-10-01
M10753,occasional,Check,organic,2023-12-01,
M10754,high_frequency,Check,integrated,2023-12-01,2023-12-01
M10755,occasional,ACH,outreach,2023-12-01,
M10756,high_frequency,ACH,integrated,2023-12-01,2025-01-01
M10757,regular,ACH,outreach,2023-12-01,2023-12-01
M10758,high_frequency,Check,integrated,2023-12-01,2024-01-01
M10759,regular,ACH,organic,2023-12-01,
M10760,occasional,Check,outreach,2023-12-01,2025-11-01
M10761,occasional,ACH,organic,2023-12-01,
M10762,occasional,Check,outreach,2023-12-01,2023-12-01
M10763,occasional,ACH,integrated,2023-12-01,
M10764,occasional,Check,outreach,2023-12-01,2025-03-01
M10765,regular,Check,outreach,2023-12-01,2024-03-01
M10766,regular,Check,integrated,2023-12-01,
M10767,regular,Check,organic,2023-12-01,2024-02-01
M10768,regular,ACH,organic,2023-12-01,
M10769,regular,ACH,outreach,2023-12-01,2024-02-01
M10770,regular,ACH,outreach,2023-12-01,2024-03-01
M10771,high_frequency,Check,integrated,2023-12-01,2025-12-01
M10772,occasional,ACH,organic,2023-12-01,
M10773,occasional,ACH,organic,2023-12-01,2025-10-01
M10774,occasional,Check,organic,2023-12-01,
M10775,regular,ACH,outreach,2023-12-01,2024-02-01
M10776,regular,ACH,integrated,2023-12-01,
M10777,occasional,Check,organic,2023-12-01,
M10778,occasional,Check,organic,2023-12-01,
M10779,occasional,Check,integrated,2023-12-01,2024-02-01
M10780,occasional,Check,integrated,2023-12-01,
M10781,occasional,ACH,organic,2023-12-01,
M10782,regular,Check,organic,2023-12-01,
M10783,high_frequency,Check,organic,2024-01-01,2024-06-01
M10784,high_frequency,Check,organic,2024-01-01,2024-04-01
M10785,occasional,ACH,integrated,2024-01-01,
M10786,occasional,ACH,outreach,2024-01-01,2024-12-01
M10787,regular,Check,organic,2024-01-01,2025-12-01
M10788,occasional,Check,integrated,2024-01-01,2025-09-01
M10789,occasional,ACH,organic,2024-01-01,2025-09-01
M10790,high_frequency,Check,integrated,2024-01-01,2024-09-01
M10791,high_frequency,ACH,outreach,2024-01-01,2024-02-01
M10792,occasional,Check,outreach,2024-01-01,
M10793,occasional,Check,integrated,2024-01-01,
M10794,occasional,Check,outreach,2024-01-01,2024-05-01
M10795,regular,ACH,outreach,2024-01-01,2024-02-01
M10796,occasional,Check,organic,2024-01-01,2025-07-01
M10797,occasional,ACH,integrated,2024-01-01,
M10798,high_frequency,ACH,organic,2024-01-01,2024-01-01
M10799,regular,ACH,outreach,2024-01-01,
M10800,regular,ACH,organic,2024-01-01,
M10801,regular,Check,outreach,2024-01-01,
M10802,regular,Check,organic,2024-01-01,2025-06-01
M10803,regular,Check,outreach,2024-01-01,
M10804,high_frequency,ACH,organic,2024-01-01,2024-06-01
M10805,occasional,ACH,organic,2024-01-01,
M10806,occasional,Check,outreach,2024-01-01,
M10807,occasional,Check,outreach,2024-01-01,
M10808,occasional,ACH,integrated,2024-01-01,
M10809,occasional,Check,organic,2024-01-01,
M10810,regular,ACH,integrated,2024-01-01,
M10811,high_frequency,ACH,integrated,2024-01-01,2024-11-01
M10812,high_frequency,Check,integrated,2024-01-01,
M10813,occasional,Check,outreach,2024-01-01,2024-02-01
M10814,regular,Check,outreach,2024-01-01,2024-07-01
M10815,occasional,Check,outreach,2024-01-01,
M10816,regular,Check,integrated,2024-01-01,2025-11-01
M10817,occasional,Check,integrated,2024-01-01,2024-05-01
M10818,occasional,Check,organic,2024-01-01,2024-12-01
M10819,regular,Check,organic,2024-01-01,2024-04-01
M10820,regular,ACH,integrated,2024-01-01,2024-08-01
M10821,occasional,ACH,outreach,2024-01-01,
M10822,occasional,Check,outreach,2024-01-01,2024-04-01
M10823,occasional,Check,organic,2024-01-01,2025-09-01
M10824,occasional,ACH,organic,2024-01-01,
M10825,occasional,Check,organic,2024-01-01,
M10826,high_frequency,Check,integrated,2024-01-01,2024-08-01
M10827,occasional,ACH,integrated,2024-01-01,
M10828,occasional,Check,outreach,2024-01-01,2024-05-01
M10829,occasional,Check,outreach,2024-01-01,
M10830,regular,Check,integrated,2024-01-01,
M10831,regular,Check,integrated,2024-01-01,
M10832,high_frequency,Check,organic,2024-01-01,2024-02-01
M10833,occasional,Check,integrated,2024-01-01,2025-06-01
M10834,occasional,ACH,outreach,2024-01-01,
M10835,high_frequency,ACH,outreach,2024-01-01,2025-05-01
M10836,occasional,Check,outreach,2024-01-01,
M10837,regular,Check,organic,2024-01-01,2024-06-01
M10838,regular,Check,organic,2024-01-01,2025-01-01
M10839,regular,Check,organic,2024-01-01,2024-10-01
M10840,regular,Check,organic,2024-01-01,
M10841,occasional,ACH,organic,2024-01-01,2024-01-01
M10842,high_frequency,ACH,integrated,2024-01-01,2025-08-01
M10843,regular,Check,integrated,2024-01-01,2025-11-01
M10844,occasional,Check,integrated,2024-01-01,
M10845,high_frequency,Check,outreach,2024-01-01,2025-05-01
M10846,regular,ACH,outreach,2024-01-01,2024-05-01
M10847,occasional,Check,organic,2024-01-01,
M10848,regular,ACH,integrated,2024-01-01,
M10849,occasional,Check,outreach,2024-01-01,
M10850,occasional,Check,outreach,2024-01-01,2024-02-01
M10851,occasional,Check,outreach,2024-01-01,
M10852,occasional,ACH,organic,2024-01-01,2025-05-01
M10853,high_frequency,Check,outreach,2024-01-01,2024-02-01
M10854,occasional,Check,organic,2024-01-01,2024-02-01
M10855,occasional,ACH,outreach,2024-01-01,
M10856,occasional,ACH,integrated,2024-01-01,2024-03-01
M10857,regular,ACH,organic,2024-01-01,2025-02-01
M10858,occasional,ACH,organic,2024-01-01,
M10859,occasional,Check,integrated,2024-01-01,2024-01-01
M10860,regular,ACH,organic,2024-01-01,2024-11-01
M10861,high_frequency,ACH,outreach,2024-01-01,2024-04-01
M10862,regular,Check,outreach,2024-01-01,2024-03-01
M10863,regular,ACH,outreach,2024-01-01,2024-04-01
M10864,regular,Check,outreach,2024-01-01,2024-08-01
M10865,occasional,ACH,outreach,2024-01-01,2024-06-01
M10866,regular,Check,outreach,2024-01-01,2024-01-01
M10867,regular,Check,outreach,2024-01-01,2025-04-01
M10868,regular,Check,outreach,2024-01-01,2024-03-01
M10869,high_frequency,ACH,outreach,2024-01-01,2024-12-01
M10870,regular,ACH,outreach,2024-01-01,2025-01-01
M10871,occasional,Check,outreach,2024-01-01,2025-04-01
M10872,occasional,Check,outreach,2024-01-01,
